谜面,谜底
谜面：“岳老大是不行，老二是不错的”（ 5字语文用语）,谜底：第一自然段
谜面：开“大奔”、逐“绝色”、会“要员”(市招),谜底：喷绘
谜面：参加前线动员会(市招),谜底：喷绘
谜面：“脱帽露顶争叫呼” （航天名词）,谜底：发现号
谜面：“今也天下之人怨恶其君，视之如寇仇”（外电影）,谜底：全民情敌
谜面：阿哥住楼顶（射闽南话歇后语一）,谜底：高高在上
谜面：卖鸭卵车倒担（射闽南话歇后语一）,谜底：看破
谜面：鸭卵掷过山（射闽南话歇后语一）,谜底：看破
谜面：鲁迅逝世一世纪（打一成语）,谜底：百年树人
谜面：建国方略(打一字),谜底：玉
谜面：七仙女嫁出去一个（打一成语）,谜底：六神无主
谜面：拍一个巴掌（打一地名）,谜底：五指山
谜面：什么动物行也是坐，坐也是坐，睡也是坐？打一动物,谜底：青蛙
谜面：石头旁边有块皮（打一字）,谜底：破
谜面：去竞赛原是笨狗（NBA球员）,谜底：毕比
谜面：成绩棒总是闲云（西游记地名）,谜底：高老庄
谜面：受感动全是汉子（物理名词）,谜底：激光束
谜面：喊声长定是烟烟（复姓二）,谜底：呼延/段干
谜面：小小诸葛亮，独坐军中帐，摆成八卦阵，专抓飞来将（打一常见动物）,谜底：蜘蛛
谜面：墙上挂灯谜（打一动物名）,谜底：壁虎
谜面：爷爷当先锋（打南北朝人名）,谜底：祖冲之
谜面：又一个星期（打古代文献名）,谜底：周易
谜面：盼天明(打一欧洲首都),谜底：巴黎
谜面：无头无尾一亩田.(打一动物),谜底：狗
谜面：绝妙好言(打一动物),谜底：狼狗
谜面：一年四季是春天(打一城市名),谜底：长春
谜面：人言此山天外来(打一个书名),谜底：岳飞传
谜面：羌音打破苍暮声(打一个字),谜底：枪
谜面：鲁迅逝世一世纪(打一成语),谜底：百年树人
谜面：七仙女嫁出去一个(打一成语),谜底：六神无主
谜面：拍一个巴掌打一地名,谜底：五指山
谜面：石头旁边有块皮(打一字),谜底：破
谜面：死节从来岂顾勋（武侠小说用词）,谜底：绝世轻功
谜面：君用一物，足以御狄，安用我等？（对联术语）,谜底：鹤顶格
谜面：子野事迹录于册（称谓冠姓二）,谜底：张先生、平书记
谜面：指鹿为马，分清趋附之辈（足球球员连场上动作）,谜底：高明顺势一拨
谜面：田权有争议，须去打官司（语文教学用语）,谜底：分不清的地得用法
谜面：寻根同祖先，归心盼三通（字）,谜底：祷
谜面：北派打法变得愈来愈少（世界军事史名词),谜底：越战越南化
谜面：此乃吾所以居子之上也（北魏历史事件）,谜底：盖吴起义
谜面：风光别我苦吟身（反探骊）,谜底：要离·春秋人
谜面：尘埃不见咸阳桥（旅游点连省级区划）,谜底：灰腾梁内蒙
谜面：半生的情，半生的泪，半生的痛，半生的追悔莫及（省份连县）,谜底：青海大通
谜面：亚父定计鸿门宴（电信用语）,谜底：增设套餐
谜面：因我来迟，赶不上他，我绊了一跌（千家诗句）,谜底：尽是刘郎去后栽
谜面：董狐直笔堪典范（明人冠谥号）,谜底：忠正史可法
谜面：铁马冰河入梦来（商品简称冠商标）,谜底：联想激打
谜面：夺取要塞，补充粮草（报道用语）,谜底：据有关资料
谜面：然也！其所言非其所思，故唾之（离合字二）,谜底：嗯因心口、不一口呸
谜面：半樽相送醉离人（五唐）,谜底：未休关西卒
谜面：若依小人一件事，便敢送去（港艺员演出用语）,谜底：许志安担纲
谜面：阅历丰富事易成（歌词）,谜底：经过多少失败
谜面：柳耆卿重义疏财（国际关系用语）,谜底：没有永远的朋友，只有永远的利益
谜面：无可奈何花落去 （打一日常用语）,谜底：感谢
谜面：品尝杜康樽半空（花名）,谜底：棣棠
谜面：楷隶皆融 尚朴为先（花名）,谜底：棣棠
谜面：杜康庄下犹说帝，怀李堂前每念唐（花名）,谜底：棣棠雪梦
谜面：开“大奔”、逐“绝色”、会“要员”（市招）,谜底：喷绘
谜面：草上飞（射国字一）,谜底：早
谜面：春去也，花落无言（射国字一）,谜底：榭
谜面：今朝泪如雨（射国字一）,谜底：漳
谜面：一家十一口（射国字一）,谜底：吉
谜面：是非只为多开口（射国字一）,谜底：匪
谜面：弄璋之喜（射国字一）,谜底：甥
谜面：中央一条狗，上下四个口（射国字一）,谜底：器
谜面：一家有四口，还要养只狗（射国字一）,谜底：器
谜面：说他忘，他没忘，心眼长在一边上（射国字一）,谜底：忙
谜面：人者何所乐（射大陆地名一）,谜底：应山
谜面：锄禾日当午（射大陆地名一）,谜底：田阳
谜面：永久和平（射大陆地名一）,谜底：长安
谜面：黄昏（射大陆地名一）,谜底：洛阳
谜面：一路平安（射大陆地名一）,谜底：旅顺
谜面：武陵人（射台湾地名一）,谜底：仁武
谜面：四季花开（射台湾地名一）,谜底：恒春
谜面：四季如春（射台湾地名一）,谜底：恒春
谜面：山明水秀（射台湾地名一）,谜底：景美
谜面：北军归顺（射台湾地名一）,谜底：南投
谜面：南军归顺（射台湾地名一）,谜底：北投
谜面：君子之交（射台湾地名一）,谜底：淡水
谜面：改邪归正（射台湾地名一）,谜底：善化
谜面：开张大吉（射台湾地名一）,谜底：新店
谜面：饮水思源（射台湾地名一）,谜底：知本
谜面：玉皇太后（射台湾地名一）,谜底：天母
谜面：空中霸王（射台湾地名一）,谜底：高雄
谜面：雨后春笋（射台湾地名一）,谜底：新竹
谜面：狼来了（射台湾地名一）,谜底：杨梅
谜面：无盐（射台湾地名一）,谜底：淡水
谜面：万世太平（射台湾地名一）,谜底：永和
谜面：怀胎十月（射台湾地名一）,谜底：大肚
谜面：沃野千里（射台湾地名一）,谜底：丰原
谜面：云中岳（射台湾地名一）,谜底：雾峰
谜面：山在虚无飘渺间（射台湾地名一）,谜底：雾峰
谜面：白昼无光（射台湾地名一）,谜底：乌日
谜面：老人扛轿（射台湾地名一）,谜底：白毛台
谜面：没有脚、没有手，背起房子就会走（射动物一）,谜底：蜗牛
谜面：南阳诸葛亮，坐在将军帐，排成八卦阵，要捉飞来将（射动物一）,谜底：蜘蛛
谜面：日出满山去，黄昏归满堂，年年出新主，日日采花郎（射动物一）,谜底：蜜蜂
谜面：两兄弟，手拉手，一个转，一个留（射文具用品一）,谜底：圆规
谜面：一声呼出喜怒哀乐，十指摇动古今事由（射传统戏一）,谜底：布袋戏
谜面：在欉黄（射闽南话歇后语一）,谜底：无稳
谜面：葫芦墩白米（射闽南话歇后语一）,谜底：无错
谜面：归欉好好（射闽南话歇后语一）,谜底：无锉
谜面：牛犇牛犇都怨你（贬称谓）,谜底：丑八怪
谜面：衣冠楚楚，俘获芳心（成语）,谜底：穿井得人
谜面：今日秋尽。 （射中药名一）,谜底：明天冬
谜面：仲尼日月（射古人名一）,谜底：孔明
谜面：落花满地不惊心（射古人名一）,谜底：谢安
谜面：降落伞（射古人名一）,谜底：张飞
谜面：仲尼日月也。（射成语一句）,谜底：一孔之见
谜面：南北安全，左右倾斜。（射成语一句）,谜底：东倒西歪
谜面：西施脸上出天花（射成语一句）,谜底：美中不足
谜面：五句话（射成语一句）,谜底：三言两语
谜面：心无二用（射成语一句）,谜底：一心一意
谜面：游泳比赛（射成语一句）,谜底：力争上游
谜面：万年青（射成语一句）,谜底：长生不老
谜面：导游（射成语一句）,谜底：引人入胜
谜面：铁公鸡（射成语一句）,谜底：一毛不拔
谜面：爬楼梯（射成语一句）,谜底：步步高升
谜面：戒之在斗（射唐五言诗一句）,谜底：莫学武陵人
谜面：除夕守岁（射论语一句）,谜底：终夜不寝
谜面：劝君更尽一杯酒（射离合字一）,谜底：口口回
谜面：朱门美脯臭（射离合字一）,谜底：府肉腐
谜面：十五天（射国字一）,谜底：胖
谜面：十个哥哥（射国字一）,谜底：克
谜面：两人十四个心（射国字一）,谜底：德
谜面：上无兄长（射国字一）,谜底：歌
谜面：多一半（射国字一）,谜底：夕
谜面：半部春秋（射国字一）,谜底：秦
谜面：岳父大人（射国字一）,谜底：仗
谜面：笑语声中喜相逢(打一文艺名词),谜底：音乐会
谜面：牛头马面挂两边(打一口语),谜底：装神弄鬼，想吓唬谁？
谜面：家家迎元宵(学校用语),谜底：第二节
谜面：齐唱(打一成语),谜底：异口同声
谜面：二十四小时(打一成语),谜底：一朝一夕
谜面：但愿花长开(打一礼貌用语),谜底：不要多谢
谜面：莫等闲白了少年头打《红楼梦》中一人物,谜底：惜春
谜面：文明(猜一人名),谜底：朱时茂
谜面：下棋落子无俗手(打一国内家电品牌),谜底：步步高
谜面：清明前夜(打一传统节日),谜底：元宵
谜面：正月一去，再不出头(打一美国前总统),谜底：林肯
谜面：迁怒(打一国名),谜底：挪威
谜面：夏至(打一成语),谜底：地久天长
谜面：写点东西留人间(打一字),谜底：火
谜面：眉来眼去惹是非(打一字),谜底：声
谜面：初生月映之江畔(打一字),谜底：岸
谜面：天涯何处无芳草(打一成语),谜底：不毛之地
谜面：水管结冰用火攻(打一成语),谜底：融会贯通
谜面：生无常怪异多（11画字）,谜底：傀叶国泉
谜面：三五婵娟影，映入钱塘中（电影）,谜底：八女投江武骝
谜面：大世界与上海黄楚九（上海世博会标语）,谜底：地球·城市·人苏德友
谜面：不战而屈人之兵，善之善者也（2008新词语二）,谜底：软降、招优武骝
谜面：及笄始合卺（外币带量）,谜底：十五日圆
谜面：玉笋秋波思终日（成语）,谜底：手眼通天
谜面：列车首发到来年（4字网络用语）,谜底：开始下载
谜面：刚峰受命查港务（4字曲艺新词）,谜底：海派清口
谜面：夺金扬威传天下（4字电视用语）,谜底：冠名播出
谜面：过尽千帆皆不是（外国航空公司简称）,谜底：全日空
谜面：赤条条来去无牵挂（4字航天名词）,谜底：太空行走
谜面：典籍选载千古对（社会活动，卷帘）,谜底：联名上书
谜面：举案齐眉（古官名冠姓）,谜底：孟侍郎
谜面：客有吹洞箫者，倚歌而和之（成语）,谜底：助人为乐
谜面：食宿官兵去百人（旅游设施）,谜底：宾馆
谜面：冥冥夜雨落双桥（作家）,谜底：六六
谜面：惺惺惜惺惺（电器冠量）,谜底：两个互感器
谜面：叠叠荷叶上高天（2010春晚歌曲）,谜底：一亩田
谜面：嫁与富二代（称谓二）,谜底：发小、伙伴
谜面：满眼风波多闪灼（4字电信名词）,谜底：来电显示
谜面：城市，让生活更美好（《水浒传》人物二）,谜底：郭盛、包吉
谜面：王子犯法庶民同罪（北京老字号）,谜底：都一处天津
谜面：桥头佳人相道别(打一字),谜底：樱
谜面：相依相伴对残月(打一字),谜底：羽
谜面：望断南飞雁(打一日常用语),谜底：久仰
谜面：上上下下，不上不下(猜一字),谜底：卡
谜面：姚明一溜烟（打一体育词语）,谜底：男子长跑
谜面：书签(猜一字),谜底：颊
谜面：中山立志振华夏（古书目）,谜底：文心雕龙
谜面：出水芙蓉(猜花名),谜底：荷花
谜面：哑姑(打一成语),谜底：妙不可言
谜面：一点不假（旅游胜地名）,谜底：滇池
谜面：行行重行行（河南地名）,谜底：漯河
谜面：十分精巧（广东地名）,谜底：湛江
谜面：洞房花烛夜(中药名),谜底：桔梗
谜面：国际第一(司法名词),谜底：扣押
谜面：儿童不宜(猜数学用语),谜底：无限大
谜面：地狱狭窄(猜两字),谜底：小区
谜面：柳拂翠首携幼主(打两字),谜底：羽樱
谜面：悬崖勒缰(猜一国家名),谜底：危地马拉
谜面：愿用家财万贯，买个太阳不下山（4字教育用语）,谜底：自费留日
谜面：狼牙山壮士跳崖(成语),谜底：五体投地
谜面：公主出世(礼貌用语),谜底：贵姓
谜面：吕奉先雄心十足(猜时人),谜底：布什
谜面：不难分解锦(打一昆虫),谜底：蜥蜴
谜面：板门店和谈(猜一成语),谜底：美不胜收
谜面：夜半新月挂枝头(猜一字),谜底：季
谜面：芳龄几何(一古人名),谜底：盘庚
谜面：一贯重视自我批评(党史人名),谜底：向警予
谜面：话说长城(党史人名二),谜底：陈云、万里
